EN,EM,Description,Composition strategy,Attribute
low price,🔻🏷,"[':red_triangle_pointed_down:', ':label:']",Direct,DEGREE
low furniture,↘️🛋️,"[':down-right_arrow:', ':couch_and_lamp:']",Direct,HEIGHT
low furniture,🔻🪑🛋️,"[':red_triangle_pointed_down:', ':chair:', ':couch_and_lamp:']",Direct,HEIGHT
low furniture,🪑🪑⬇️,"[':chair:', ':chair:', ':down_arrow:']",Direct,HEIGHT
low furniture,↘️💺🛏️,"[':down-right_arrow:', ':seat:', ':bed:']",Direct,HEIGHT
low furniture,⬇️🪑,"[':down_arrow:', ':chair:']",Direct,HEIGHT
low furniture,🛋️,[':couch_and_lamp:'],Single,HEIGHT
low furniture,❌🛏️,"[':cross_mark:', ':bed:']",Direct,HEIGHT
low furniture,🔻🛋,"[':red_triangle_pointed_down:', ':couch_and_lamp:']",Direct,HEIGHT
critical illness,😷🤒🤕,"[':face_with_medical_mask:', ':face_with_thermometer:', ':face_with_head-bandage:']",Semantic list,CRISIS
critical illness,☠️🤧,"[':skull_and_crossbones:', ':sneezing_face:']",Direct,CRISIS
critical illness,🤕🧑‍⚕️💊😷🦠🪦,"[':face_with_head-bandage:', ':health_worker:', ':pill:', ':face_with_medical_mask:', ':microbe:', ':headstone:']",Metaphorical,CRISIS
critical illness,🤮👨‍⚕️,"[':face_vomiting:', ':man_health_worker:']",Metaphorical,CRISIS
critical illness,🤒🚨,"[':face_with_thermometer:', ':police_car_light:']",Direct,CRISIS
critical illness,🤒‼️,"[':face_with_thermometer:', ':double_exclamation_mark:']",Direct,CRISIS
critical illness,🤢🤢,"[':nauseated_face:', ':nauseated_face:']",Reduplication,CRISIS
critical illness,🤮🤒🌡️🌡️,"[':face_vomiting:', ':face_with_thermometer:', ':thermometer:', ':thermometer:']",Metaphorical,CRISIS
critical mass,⚖️⚠️⚠️,"[':balance_scale:', ':warning:', ':warning:']",Direct,CRITICALITY
critical mass,❗⚖️🐘,"[':red_exclamation_mark:', ':balance_scale:', ':elephant:']",Direct,CRITICALITY
critical mass,⚖️👩‍⚖️👨‍⚖️,"[':balance_scale:', ':woman_judge:', ':man_judge:']",Metaphorical,CRITICALITY
critical mass,‼️⚖️,"[':double_exclamation_mark:', ':balance_scale:']",Direct,CRITICALITY
critical mass,🚨🏋️‍♀️,"[':police_car_light:', ':woman_lifting_weights:']",Metaphorical,CRITICALITY
critical mass,🤏⚛️❗,"[':pinching_hand:', ':atom_symbol:', ':red_exclamation_mark:']",Direct,CRITICALITY
critical mass,💹💹,"[':chart_increasing_with_yen:', ':chart_increasing_with_yen:']",Reduplication,CRITICALITY
critical mass,⚖️❗❗❗,"[':balance_scale:', ':red_exclamation_mark:', ':red_exclamation_mark:', ':red_exclamation_mark:']",Direct,CRITICALITY
critical stage,🗝️📈,"[':old_key:', ':chart_increasing:']",Direct,CRISIS
critical stage,✔️👍❌☠️,"[':check_mark:', ':thumbs_up:', ':cross_mark:', ':skull_and_crossbones:']",Metaphorical,CRISIS
critical stage,🏥,[':hospital:'],Single,CRISIS
critical stage,‼️👣,"[':double_exclamation_mark:', ':footprints:']",Metaphorical,CRISIS
critical stage,🚨🤞,"[':police_car_light:', ':crossed_fingers:']",Metaphorical,CRISIS
critical stage,📈❗,"[':chart_increasing:', ':red_exclamation_mark:']",Direct,CRISIS
critical stage,😰😰,"[':anxious_face_with_sweat:', ':anxious_face_with_sweat:']",Reduplication,CRISIS
critical stage,📈📉❗❗,"[':chart_increasing:', ':chart_decreasing:', ':red_exclamation_mark:', ':red_exclamation_mark:']",Direct,CRISIS
critical temperature,🌡️⚠️,"[':thermometer:', ':warning:']",Direct,CRITICALITY
critical temperature,❗🌡️,"[':red_exclamation_mark:', ':thermometer:']",Direct,CRITICALITY
critical temperature,🤒 🏥,"[':face_with_thermometer:', ':hospital:']",Metaphorical,CRITICALITY
critical temperature,♨️🤕,"[':hot_springs:', ':face_with_head-bandage:']",Metaphorical,CRITICALITY
critical temperature,🚨🌡,"[':police_car_light:', ':thermometer:']",Direct,CRITICALITY
critical temperature,🌡️❗,"[':thermometer:', ':red_exclamation_mark:']",Direct,CRITICALITY
critical temperature,🌡️😯,"[':thermometer:', ':hushed_face:']",Metaphorical,CRITICALITY
critical temperature,❗❗🌡️🌡️🌡️,"[':red_exclamation_mark:', ':red_exclamation_mark:', ':thermometer:', ':thermometer:', ':thermometer:']",Direct,CRITICALITY
critical shortage,❌❓⚠️⚠️,"[':cross_mark:', ':red_question_mark:', ':warning:', ':warning:']",Metaphorical,CRISIS
critical shortage,❌🍞☠️,"[':cross_mark:', ':bread:', ':skull_and_crossbones:']",Direct,CRISIS
critical shortage,❌🍱 ❌ 🍼,"[':cross_mark:', ':bento_box:', ':cross_mark:', ':baby_bottle:']",Metaphorical,CRISIS
critical shortage,‼️🦐🦑🍞🥝,"[':double_exclamation_mark:', ':shrimp:', ':squid:', ':bread:', ':kiwi_fruit:']",Metaphorical,CRISIS
critical shortage,🚨📉,"[':police_car_light:', ':chart_decreasing:']",Direct,CRISIS
critical shortage,❗🥑🍎🧀🍚❗😥,"[':red_exclamation_mark:', ':avocado:', ':red_apple:', ':cheese_wedge:', ':cooked_rice:', ':red_exclamation_mark:', ':sad_but_relieved_face:']",Metaphorical,CRISIS
critical shortage,🤏🍞,"[':pinching_hand:', ':bread:']",Metaphorical,CRISIS
critical shortage,⌛❌🧺,"[':hourglass_done:', ':cross_mark:', ':basket:']",Metaphorical,CRISIS
critical element,🗝️⚠️⚠️,"[':old_key:', ':warning:', ':warning:']",Metaphorical,DISPENSABILITY
critical element,🔥💧❄️⚡🐉,"[':fire:', ':droplet:', ':snowflake:', ':high_voltage:', ':dragon:']",Metaphorical,DISPENSABILITY
critical element,❗ 🚶,"[':red_exclamation_mark:', ':person_walking:']",Direct,DISPENSABILITY
critical element,‼️⛑️,"[':double_exclamation_mark:', ':rescue_worker’s_helmet:']",Direct,DISPENSABILITY
critical element,🚨🚨,"[':police_car_light:', ':police_car_light:']",Reduplication,DISPENSABILITY
critical element,⚛️🧫‼️,"[':atom_symbol:', ':petri_dish:', ':double_exclamation_mark:']",Direct,DISPENSABILITY
critical element,🉐🆘,"[':Japanese_bargain_button:', ':SOS_button:']",Semantic list,DISPENSABILITY
critical element,👩‍🔬❗,"[':woman_scientist:', ':red_exclamation_mark:']",Metaphorical,DISPENSABILITY
immediate reply,💨💨🔁💬,"[':dashing_away:', ':dashing_away:', ':repeat_button:', ':speech_balloon:']",Metaphorical,SPEED
immediate reply,❗📤,"[':red_exclamation_mark:', ':outbox_tray:']",Direct,SPEED
immediate reply,⏩📞📱,"[':fast-forward_button:', ':telephone_receiver:', ':mobile_phone:']",Metaphorical,SPEED
immediate reply,🔜📨,"[':SOON_arrow:', ':incoming_envelope:']",Direct,SPEED
immediate reply,🚨📲,"[':police_car_light:', ':mobile_phone_with_arrow:']",Direct,SPEED
immediate reply,🏃‍♂️📞💭,"[':man_running:', ':telephone_receiver:', ':thought_balloon:']",Metaphorical,SPEED
immediate reply,⏩📨,"[':fast-forward_button:', ':incoming_envelope:']",Direct,SPEED
immediate reply,⏱️📲,"[':stopwatch:', ':mobile_phone_with_arrow:']",Direct,SPEED
immediate influence,💨💨🧍‍♂️🔀🧍‍♀️,"[':dashing_away:', ':dashing_away:', ':man_standing:', ':shuffle_tracks_button:', ':woman_standing:']",Metaphorical,IMMEDIACY
immediate influence,💃🕺🙋🙋‍♀️🙋‍♂️,"[':woman_dancing:', ':man_dancing:', ':person_raising_hand:', ':woman_raising_hand:', ':man_raising_hand:']",Metaphorical,IMMEDIACY
immediate influence,⏩👩‍⚖️👨‍⚖️,"[':fast-forward_button:', ':woman_judge:', ':man_judge:']",Metaphorical,IMMEDIACY
immediate influence,🔜👨‍👩‍👧‍👦,"[':SOON_arrow:', ':family_man_woman_girl_boy:']",Metaphorical,IMMEDIACY
immediate influence,🙇🏻‍♀️🙇🏻‍♀️,"[':woman_bowing_light_skin_tone:', ':woman_bowing_light_skin_tone:']",Reduplication,IMMEDIACY
immediate influence,👮‍♂️👇🙏🤝,"[':man_police_officer:', ':backhand_index_pointing_down:', ':folded_hands:', ':handshake:']",Metaphorical,IMMEDIACY
immediate influence,🔝🔝,"[':TOP_arrow:', ':TOP_arrow:']",Reduplication,IMMEDIACY
immediate influence,🧑‍🤝‍🧑↔️❗,"[':people_holding_hands:', ':left-right_arrow:', ':red_exclamation_mark:']",Metaphorical,IMMEDIACY
thin oil,🛢️,[':oil_drum:'],Single,CONSISTENCY
thin oil,♨️🪔,"[':hot_springs:', ':diya_lamp:']",Direct,CONSISTENCY
thin oil,🤏🪔,"[':pinching_hand:', ':diya_lamp:']",Direct,CONSISTENCY
thin oil,💧 🪔,"[':droplet:', ':diya_lamp:']",Metaphorical,CONSISTENCY
thin oil,🤏🛢️,"[':pinching_hand:', ':oil_drum:']",Direct,CONSISTENCY
thin oil,🤏🥃,"[':pinching_hand:', ':tumbler_glass:']",Direct,CONSISTENCY
thin oil,🤏📏🛢️,"[':pinching_hand:', ':straight_ruler:', ':oil_drum:']",Direct,CONSISTENCY
thin oil,🤏 👨‍🍳🛢,"[':pinching_hand:', ':man_cook:', ':oil_drum:']",Direct,CONSISTENCY
thin soup,🍲👎,"[':pot_of_food:', ':thumbs_down:']",Metaphorical,CONSISTENCY
thin soup,♨️,[':hot_springs:'],Single,CONSISTENCY
thin soup,💧🥫,"[':droplet:', ':canned_food:']",Metaphorical,CONSISTENCY
thin soup,💦💦🥣,"[':sweat_droplets:', ':sweat_droplets:', ':bowl_with_spoon:']",Metaphorical,CONSISTENCY
thin soup,🍜,[':steaming_bowl:'],Single,CONSISTENCY
thin soup,🤏🫕,"[':pinching_hand:', ':fondue:']",Direct,CONSISTENCY
thin soup,🤏📏🥣,"[':pinching_hand:', ':straight_ruler:', ':bowl_with_spoon:']",Direct,CONSISTENCY
thin soup,🤏 🥣,"[':pinching_hand:', ':bowl_with_spoon:']",Direct,CONSISTENCY
thin air,🌫️,[':fog:'],Single,CONSISTENCY
thin air,♨️,[':hot_springs:'],Single,CONSISTENCY
thin air,🤏🍃,"[':pinching_hand:', ':leaf_fluttering_in_wind:']",Direct,CONSISTENCY
thin air,🍃,[':leaf_fluttering_in_wind:'],Single,CONSISTENCY
thin air,😵‍💫💨,"[':face_with_spiral_eyes:', ':dashing_away:']",Metaphorical,CONSISTENCY
thin air,🍃🤏,"[':leaf_fluttering_in_wind:', ':pinching_hand:']",Direct,CONSISTENCY
thin air,🤏📏💨,"[':pinching_hand:', ':straight_ruler:', ':dashing_away:']",Direct,CONSISTENCY
thin air,🤌🏻🌬,"[':pinched_fingers_light_skin_tone:', ':wind_face:']",Direct,CONSISTENCY
thin line,🤏✍️,"[':pinching_hand:', ':writing_hand:']",Direct,WIDTH
thin line,♨️✏️📝,"[':hot_springs:', ':pencil:', ':memo:']",Direct,WIDTH
thin line,🤏📏,"[':pinching_hand:', ':straight_ruler:']",Direct,WIDTH
thin line,📝,[':memo:'],Single,WIDTH
thin line,📏🤏📉,"[':straight_ruler:', ':pinching_hand:', ':chart_decreasing:']",Direct,WIDTH
thin line,🤏🖊️,"[':pinching_hand:', ':pen:']",Direct,WIDTH
thin line,🤏📏➖,"[':pinching_hand:', ':straight_ruler:', ':minus:']",Direct,WIDTH
thin line,🤌🏻〰,"[':pinched_fingers_light_skin_tone:', ':wavy_dash:']",Direct,WIDTH
thick soup,🍲🍲👍,"[':pot_of_food:', ':pot_of_food:', ':thumbs_up:']",Metaphorical,CONSISTENCY
thick soup,🍲🍲🍲,"[':pot_of_food:', ':pot_of_food:', ':pot_of_food:']",Reduplication,CONSISTENCY
thick soup,🥫🍦,"[':canned_food:', ':soft_ice_cream:']",Metaphorical,CONSISTENCY
thick soup,💦🥣,"[':sweat_droplets:', ':bowl_with_spoon:']",Metaphorical,CONSISTENCY
thick soup,🙌🍲,"[':raising_hands:', ':pot_of_food:']",Metaphorical,CONSISTENCY
thick soup,🫕🫕🫕,"[':fondue:', ':fondue:', ':fondue:']",Reduplication,CONSISTENCY
thick soup,📏🥣,"[':straight_ruler:', ':bowl_with_spoon:']",Metaphorical,CONSISTENCY
thick soup,🥣,[':bowl_with_spoon:'],Single,CONSISTENCY
thick smoke,🌋💨,"[':volcano:', ':dashing_away:']",Metaphorical,THICKNESS
thick smoke,💨💨💨😤🌋🚬😤,"[':dashing_away:', ':dashing_away:', ':dashing_away:', ':face_with_steam_from_nose:', ':volcano:', ':cigarette:', ':face_with_steam_from_nose:']",Metaphorical,THICKNESS
thick smoke,💨👁️❌,"[':dashing_away:', ':eye:', ':cross_mark:']",Metaphorical,THICKNESS
thick smoke,💨🚬,"[':dashing_away:', ':cigarette:']",Metaphorical,THICKNESS
thick smoke,🌋🌋🌋😷,"[':volcano:', ':volcano:', ':volcano:', ':face_with_medical_mask:']",Metaphorical,THICKNESS
thick smoke,💨💨🌫️🌫️,"[':dashing_away:', ':dashing_away:', ':fog:', ':fog:']",Semantic list,THICKNESS
thick smoke,🔥💨💨💨💨,"[':fire:', ':dashing_away:', ':dashing_away:', ':dashing_away:', ':dashing_away:']",Metaphorical,THICKNESS
thick smoke,💨,[':dashing_away:'],Single,THICKNESS
thick cream,🍦🍦🍦,"[':soft_ice_cream:', ':soft_ice_cream:', ':soft_ice_cream:']",Reduplication,THICKNESS
thick cream,🍨🍦,"[':ice_cream:', ':soft_ice_cream:']",Semantic list,THICKNESS
thick cream,🍦🥫🍦🍦🍦🍦,"[':soft_ice_cream:', ':canned_food:', ':soft_ice_cream:', ':soft_ice_cream:', ':soft_ice_cream:', ':soft_ice_cream:']",Semantic list,THICKNESS
thick cream,🧁,[':cupcake:'],Single,THICKNESS
thick cream,🧴💪,"[':lotion_bottle:', ':flexed_biceps:']",Metaphorical,THICKNESS
thick cream,🍶🍶,"[':sake:', ':sake:']",Reduplication,THICKNESS
thick cream,📏🍦🍦,"[':straight_ruler:', ':soft_ice_cream:', ':soft_ice_cream:']",Metaphorical,THICKNESS
thick cream,🍦,[':soft_ice_cream:'],Single,THICKNESS
thick fog,🌫️🌫️🌫️,"[':fog:', ':fog:', ':fog:']",Reduplication,THICKNESS
thick fog,✈️🙈,"[':airplane:', ':see-no-evil_monkey:']",Metaphorical,THICKNESS
thick fog,💨👁️🌫️,"[':dashing_away:', ':eye:', ':fog:']",Metaphorical,THICKNESS
thick fog,🌫️🌫️🌁,"[':fog:', ':fog:', ':foggy:']",Semantic list,THICKNESS
thick fog,🌫️🌫️🌫️,"[':fog:', ':fog:', ':fog:']",Reduplication,THICKNESS
thick fog,🌫️🌫️,"[':fog:', ':fog:']",Reduplication,THICKNESS
thick fog,📏🌫️🌫️🌫️🌁🌁,"[':straight_ruler:', ':fog:', ':fog:', ':fog:', ':foggy:', ':foggy:']",Semantic list,THICKNESS
thick fog,🌫😶‍🌫️,"[':fog:', ':face_in_clouds:']",Semantic list,THICKNESS
wrong paper,❌📄,"[':cross_mark:', ':page_facing_up:']",Direct,CORRECTNESS
wrong paper,❌📜,"[':cross_mark:', ':scroll:']",Direct,CORRECTNESS
wrong paper,🙅‍♀️📃,"[':woman_gesturing_NO:', ':page_with_curl:']",Direct,CORRECTNESS
wrong paper,❌📄,"[':cross_mark:', ':page_facing_up:']",Direct,CORRECTNESS
wrong paper,🙅‍♂️📄,"[':man_gesturing_NO:', ':page_facing_up:']",Direct,CORRECTNESS
wrong paper,❌️📃,"[':cross_mark:', '', ':page_with_curl:']",Direct,CORRECTNESS
wrong paper,❌📜,"[':cross_mark:', ':scroll:']",Direct,CORRECTNESS
wrong paper,❌📃,"[':cross_mark:', ':page_with_curl:']",Direct,CORRECTNESS
wrong road,❌🛣️,"[':cross_mark:', ':motorway:']",Direct,CORRECTNESS
wrong road,❌🛣️,"[':cross_mark:', ':motorway:']",Direct,CORRECTNESS
wrong road,🙅‍♀️🛣,"[':woman_gesturing_NO:', ':motorway:']",Direct,CORRECTNESS
wrong road,❌🛣️,"[':cross_mark:', ':motorway:']",Direct,CORRECTNESS
wrong road,🙅‍♂️🛣️,"[':man_gesturing_NO:', ':motorway:']",Direct,CORRECTNESS
wrong road,❌️🛣,"[':cross_mark:', '', ':motorway:']",Direct,CORRECTNESS
wrong road,❌🛣️,"[':cross_mark:', ':motorway:']",Direct,CORRECTNESS
wrong road,🙅🛣️,"[':person_gesturing_NO:', ':motorway:']",Direct,CORRECTNESS
wrong cheating,❌👩‍💻,"[':cross_mark:', ':woman_technologist:']",Direct,RIGHTNESS
wrong cheating,❌📑,"[':cross_mark:', ':bookmark_tabs:']",Direct,RIGHTNESS
wrong cheating,🙅‍♀️💔,"[':woman_gesturing_NO:', ':broken_heart:']",Metaphorical,RIGHTNESS
wrong cheating,🙅👩‍❤️‍💋‍👨💔,"[':person_gesturing_NO:', ':kiss_woman_man:', ':broken_heart:']",Metaphorical,RIGHTNESS
wrong cheating,🙅‍♂️😈🤫✍️📄📚💯,"[':man_gesturing_NO:', ':smiling_face_with_horns:', ':shushing_face:', ':writing_hand:', ':page_facing_up:', ':books:', ':hundred_points:']",Metaphorical,RIGHTNESS
wrong cheating,👎📝,"[':thumbs_down:', ':memo:']",Direct,RIGHTNESS
wrong cheating,❌📝📋,"[':cross_mark:', ':memo:', ':clipboard:']",Direct,RIGHTNESS
wrong cheating,😏👎,"[':smirking_face:', ':thumbs_down:']",Metaphorical,RIGHTNESS
wrong way,❌↗️↖️❎,"[':cross_mark:', ':up-right_arrow:', ':up-left_arrow:', ':cross_mark_button:']",Metaphorical,PROPRIETY
wrong way,❌↩️,"[':cross_mark:', ':right_arrow_curving_left:']",Direct,PROPRIETY
wrong way,🙅‍♀️🚸,"[':woman_gesturing_NO:', ':children_crossing:']",Direct,PROPRIETY
wrong way,❌↗️🗺️,"[':cross_mark:', ':up-right_arrow:', ':world_map:']",Metaphorical,PROPRIETY
wrong way,🙅‍♂️🗺️🧭,"[':man_gesturing_NO:', ':world_map:', ':compass:']",Metaphorical,PROPRIETY
wrong way,❌️🧭,"[':cross_mark:', '', ':compass:']",Metaphorical,PROPRIETY
wrong way,❌🗺️🙅‍♀️,"[':cross_mark:', ':world_map:', ':woman_gesturing_NO:']",Direct,PROPRIETY
wrong way,🤦🧭,"[':person_facepalming:', ':compass:']",Direct,PROPRIETY
wrong medicine,❌💊,"[':cross_mark:', ':pill:']",Direct,PROPRIETY
wrong medicine,❌💊,"[':cross_mark:', ':pill:']",Direct,PROPRIETY
wrong medicine,🙅‍♀️💊,"[':woman_gesturing_NO:', ':pill:']",Direct,PROPRIETY
wrong medicine,❌💊🤒,"[':cross_mark:', ':pill:', ':face_with_thermometer:']",Direct,PROPRIETY
wrong medicine,🙅‍♂️💊,"[':man_gesturing_NO:', ':pill:']",Direct,PROPRIETY
wrong medicine,❌️💊,"[':cross_mark:', '', ':pill:']",Direct,PROPRIETY
wrong medicine,❌💊,"[':cross_mark:', ':pill:']",Direct,PROPRIETY
wrong medicine,❌💊,"[':cross_mark:', ':pill:']",Direct,PROPRIETY
wrong information,❌ℹ️,"[':cross_mark:', ':information:']",Direct,CORRECTNESS
wrong information,❌ℹ️,"[':cross_mark:', ':information:']",Direct,CORRECTNESS
wrong information,🙅‍♀️ℹ,"[':woman_gesturing_NO:', ':information:']",Direct,CORRECTNESS
wrong information,❌💭❓,"[':cross_mark:', ':thought_balloon:', ':red_question_mark:']",Metaphorical,CORRECTNESS
wrong information,🙅‍♂️📑🗂️,"[':man_gesturing_NO:', ':bookmark_tabs:', ':card_index_dividers:']",Direct,CORRECTNESS
wrong information,❌️🧠,"[':cross_mark:', '', ':brain:']",Metaphorical,CORRECTNESS
wrong information,❌📰,"[':cross_mark:', ':newspaper:']",Direct,CORRECTNESS
wrong information,❌ℹ️,"[':cross_mark:', ':information:']",Direct,CORRECTNESS
wrong assumption,❌🤔,"[':cross_mark:', ':thinking_face:']",Direct,CORRECTNESS
wrong assumption,❌💭,"[':cross_mark:', ':thought_balloon:']",Direct,CORRECTNESS
wrong assumption,🙅‍♀️🤔,"[':woman_gesturing_NO:', ':thinking_face:']",Direct,CORRECTNESS
wrong assumption,👄❌👄💬,"[':mouth:', ':cross_mark:', ':mouth:', ':speech_balloon:']",Direct,CORRECTNESS
wrong assumption,🙅‍♂️🤔,"[':man_gesturing_NO:', ':thinking_face:']",Direct,CORRECTNESS
wrong assumption,❌️👀🧠,"[':cross_mark:', '', ':eyes:', ':brain:']",Direct,CORRECTNESS
wrong assumption,❌🤔,"[':cross_mark:', ':thinking_face:']",Direct,CORRECTNESS
wrong assumption,🤔🤦,"[':thinking_face:', ':person_facepalming:']",Metaphorical,CORRECTNESS
wrong time,❌⏰,"[':cross_mark:', ':alarm_clock:']",Direct,CORRECTNESS
wrong time,❌🕡,"[':cross_mark:', ':six-thirty:']",Direct,CORRECTNESS
wrong time,🙅‍♀️🕰,"[':woman_gesturing_NO:', ':mantelpiece_clock:']",Direct,CORRECTNESS
wrong time,❌⏱️⏰,"[':cross_mark:', ':stopwatch:', ':alarm_clock:']",Direct,CORRECTNESS
wrong time,🙅‍♂️⏱️,"[':man_gesturing_NO:', ':stopwatch:']",Direct,CORRECTNESS
wrong time,❌️⏰️,"[':cross_mark:', '', ':alarm_clock:', '']",Direct,CORRECTNESS
wrong time,❌⏱️,"[':cross_mark:', ':stopwatch:']",Direct,CORRECTNESS
wrong time,🤦⌚,"[':person_facepalming:', ':watch:']",Metaphorical,CORRECTNESS
warm support,♨️🧑‍🤝‍🧑🧑‍🤝‍🧑🧑‍🤝‍🧑,"[':hot_springs:', ':people_holding_hands:', ':people_holding_hands:', ':people_holding_hands:']",Metaphorical,EMOTIONALITY
warm support,🌡🫂,"[':thermometer:', ':people_hugging:']",Direct,EMOTIONALITY
warm support,🤝🥵,"[':handshake:', ':hot_face:']",Direct,EMOTIONALITY
warm support,👪🥰,"[':family:', ':smiling_face_with_hearts:']",Metaphorical,EMOTIONALITY
warm support,🫂🤗,"[':people_hugging:', ':smiling_face_with_open_hands:']",Direct,EMOTIONALITY
warm support,🥰,[':smiling_face_with_hearts:'],Single,EMOTIONALITY
warm support,🔥💪🏻,"[':fire:', ':flexed_biceps_light_skin_tone:']",Direct,EMOTIONALITY
warm support,🌡️💪,"[':thermometer:', ':flexed_biceps:']",Direct,EMOTIONALITY
warm greeting,♨️🤗🤝,"[':hot_springs:', ':smiling_face_with_open_hands:', ':handshake:']",Direct,EMOTIONALITY
warm greeting,♨️👋,"[':hot_springs:', ':waving_hand:']",Direct,EMOTIONALITY
warm greeting,🥵👋,"[':hot_face:', ':waving_hand:']",Direct,EMOTIONALITY
warm greeting,👋🥰,"[':waving_hand:', ':smiling_face_with_hearts:']",Metaphorical,EMOTIONALITY
warm greeting,😊👋,"[':smiling_face_with_smiling_eyes:', ':waving_hand:']",Metaphorical,EMOTIONALITY
warm greeting,👋👋👋,"[':waving_hand:', ':waving_hand:', ':waving_hand:']",Reduplication,EMOTIONALITY
warm greeting,❤️👋,"[':red_heart:', ':waving_hand:']",Metaphorical,EMOTIONALITY
warm greeting,🌡️🤝,"[':thermometer:', ':handshake:']",Direct,EMOTIONALITY
warm debate,♨️⚖️,"[':hot_springs:', ':balance_scale:']",Direct,LIVELINESS
warm debate,🔥🗣,"[':fire:', ':speaking_head:']",Direct,LIVELINESS
warm debate,🕵‍♂️🕵‍♀️,"[':man_detective:', ':woman_detective:']",Reduplication,LIVELINESS
warm debate,🧠🗣️💥,"[':brain:', ':speaking_head:', ':collision:']",Direct,LIVELINESS
warm debate,🗣️🔥🗣️,"[':speaking_head:', ':fire:', ':speaking_head:']",Direct,LIVELINESS
warm debate,👄🤯,"[':mouth:', ':exploding_head:']",Metaphorical,LIVELINESS
warm debate,💥🧠,"[':collision:', ':brain:']",Metaphorical,LIVELINESS
warm debate,🌡️🗣️🗣️,"[':thermometer:', ':speaking_head:', ':speaking_head:']",Direct,LIVELINESS
warm room,♨️😮‍💨,"[':hot_springs:', ':face_exhaling:']",Metaphorical,TEMPERATURE
warm room,🌡🚺🚹,"[':thermometer:', ':women’s_room:', ':men’s_room:']",Direct,TEMPERATURE
warm room,🥵🏡,"[':hot_face:', ':house_with_garden:']",Direct,TEMPERATURE
warm room,🥵🏫,"[':hot_face:', ':school:']",Direct,TEMPERATURE
warm room,🥵🌡️🏚️,"[':hot_face:', ':thermometer:', ':derelict_house:']",Direct,TEMPERATURE
warm room,🥵,[':hot_face:'],Single,TEMPERATURE
warm room,🔥🏠,"[':fire:', ':house:']",Direct,TEMPERATURE
warm room,🌡️🏠,"[':thermometer:', ':house:']",Direct,TEMPERATURE
warm body,♨️🦶🦵👃👂🖐,"[':hot_springs:', ':foot:', ':leg:', ':nose:', ':ear:', ':hand_with_fingers_splayed:']",Semantic list,TEMPERATURE
warm body,🌡🧍‍♂️,"[':thermometer:', ':man_standing:']",Direct,TEMPERATURE
warm body,🎥💁‍♀️❤️🧟‍♂️,"[':movie_camera:', ':woman_tipping_hand:', ':red_heart:', ':man_zombie:']",Metaphorical,TEMPERATURE
warm body,🤒,[':face_with_thermometer:'],Single,TEMPERATURE
warm body,🤒,[':face_with_thermometer:'],Single,TEMPERATURE
warm body,🥵,[':hot_face:'],Single,TEMPERATURE
warm body,🔥🧖‍♂️,"[':fire:', ':man_in_steamy_room:']",Direct,TEMPERATURE
warm body,🌡️🧍,"[':thermometer:', ':person_standing:']",Direct,TEMPERATURE
warm climate,♨️⛅,"[':hot_springs:', ':sun_behind_cloud:']",Direct,TEMPERATURE
warm climate,🌡🏜,"[':thermometer:', ':desert:']",Metaphorical,TEMPERATURE
warm climate,🥵🏝,"[':hot_face:', ':desert_island:']",Metaphorical,TEMPERATURE
warm climate,🤒🥵🔥☀️,"[':face_with_thermometer:', ':hot_face:', ':fire:', ':sun:']",Metaphorical,TEMPERATURE
warm climate,☀️🌡️📈,"[':sun:', ':thermometer:', ':chart_increasing:']",Metaphorical,TEMPERATURE
warm climate,🌤,[':sun_behind_small_cloud:'],Single,TEMPERATURE
warm climate,🌤️,[':sun_behind_small_cloud:'],Single,TEMPERATURE
warm climate,🌡️🌏,"[':thermometer:', ':globe_showing_Asia-Australia:']",Metaphorical,TEMPERATURE
warm coat,♨️🧥,"[':hot_springs:', ':coat:']",Direct,TEMPERATURE
warm coat,🌡🧥,"[':thermometer:', ':coat:']",Direct,TEMPERATURE
warm coat,🥵🥼,"[':hot_face:', ':lab_coat:']",Direct,TEMPERATURE
warm coat,🧥🥵,"[':coat:', ':hot_face:']",Direct,TEMPERATURE
warm coat,👍🧥❌🥶,"[':thumbs_up:', ':coat:', ':cross_mark:', ':cold_face:']",Direct,TEMPERATURE
warm coat,🧥,[':coat:'],Single,TEMPERATURE
warm coat,🧥,[':coat:'],Single,TEMPERATURE
warm coat,🌡️🥼,"[':thermometer:', ':lab_coat:']",Direct,TEMPERATURE
warm personality,♨️🙂👤,"[':hot_springs:', ':slightly_smiling_face:', ':bust_in_silhouette:']",Direct,EMOTIONALITY
warm personality,🔥😝,"[':fire:', ':squinting_face_with_tongue:']",Direct,EMOTIONALITY
warm personality,🥵🤝👋,"[':hot_face:', ':handshake:', ':waving_hand:']",Direct,EMOTIONALITY
warm personality,🥰👭,"[':smiling_face_with_hearts:', ':women_holding_hands:']",Metaphorical,EMOTIONALITY
warm personality,👊🧑‍🤝‍🧑,"[':oncoming_fist:', ':people_holding_hands:']",Metaphorical,EMOTIONALITY
warm personality,🥰,[':smiling_face_with_hearts:'],Single,EMOTIONALITY
warm personality,😁🥳,"[':beaming_face_with_smiling_eyes:', ':partying_face:']",Semantic list,EMOTIONALITY
warm personality,🌡️💁‍♀️,"[':thermometer:', ':woman_tipping_hand:']",Direct,EMOTIONALITY
